年	月	年齢層	状態	数
2018	4	30-39歳	自転車乗用中	0
2018	4	30-39歳	歩行中	9
2018	4	30-39歳	その他	0
2018	4	40-49歳	自動車乗車中	9
2018	4	40-49歳	自動二輪車乗車中	5
2018	4	40-49歳	原付乗車中	2
2018	4	40-49歳	自転車乗用中	2
2018	4	40-49歳	歩行中	8
2018	4	40-49歳	その他	0
2018	4	50-59歳	自動車乗車中	13
2018	4	50-59歳	自動二輪車乗車中	7
2018	4	50-59歳	原付乗車中	2
2018	4	50-59歳	自転車乗用中	4
2018	4	50-59歳	歩行中	6
2018	4	50-59歳	その他	0
2018	4	60-64歳	自動車乗車中	4
2018	4	60-64歳	自動二輪車乗車中	3
2018	4	60-64歳	原付乗車中	1
2018	4	60-64歳	自転車乗用中	0
2018	4	60-64歳	歩行中	3
2018	4	60-64歳	その他	0
2018	4	65-69歳	自動車乗車中	10
2018	4	65-69歳	自動二輪車乗車中	2
2018	4	65-69歳	原付乗車中	3
2018	4	65-69歳	自転車乗用中	2
2018	4	65-69歳	歩行中	8
2018	4	65-69歳	その他	0
2018	4	70-74歳	自動車乗車中	13
2018	4	70-74歳	自動二輪車乗車中	0
2018	4	70-74歳	原付乗車中	2
2018	4	70-74歳	自転車乗用中	6
2018	4	70-74歳	歩行中	7
2018	4	70-74歳	その他	0
2018	4	75-79歳	自動車乗車中	10
2018	4	75-79歳	自動二輪車乗車中	0
2018	4	75-79歳	原付乗車中	3
2018	4	75-79歳	自転車乗用中	3
2018	4	75-79歳	歩行中	12
2018	4	75-79歳	その他	0
2018	4	80-84歳	自動車乗車中	5
2018	4	80-84歳	自動二輪車乗車中	0
2018	4	80-84歳	原付乗車中	3
2018	4	80-84歳	自転車乗用中	7
2018	4	80-84歳	歩行中	9
2018	4	80-84歳	その他	0
2018	4	85歳以上	自動車乗車中	13
2018	4	85歳以上	自動二輪車乗車中	0
2018	4	85歳以上	原付乗車中	2
2018	4	85歳以上	自転車乗用中	7
2018	4	85歳以上	歩行中	14
2018	4	85歳以上	その他	0
2018	3	9歳以下	自動車乗車中	1
2018	3	9歳以下	自動二輪車乗車中	0
2018	3	9歳以下	原付乗車中	0
2018	3	9歳以下	自転車乗用中	0
2018	3	9歳以下	歩行中	2
2018	3	9歳以下	その他	0
2018	3	10-19歳	自動車乗車中	4
2018	3	10-19歳	自動二輪車乗車中	2
2018	3	10-19歳	原付乗車中	1
2018	3	10-19歳	自転車乗用中	1
2018	3	10-19歳	歩行中	2
2018	3	10-19歳	その他	0
2018	3	20-29歳	自動車乗車中	16
2018	3	20-29歳	自動二輪車乗車中	6
2018	3	20-29歳	原付乗車中	3
2018	3	20-29歳	自転車乗用中	0
2018	3	20-29歳	歩行中	3
2018	3	20-29歳	その他	0
2018	3	30-39歳	自動車乗車中	6
2018	3	30-39歳	自動二輪車乗車中	4
2018	3	30-39歳	原付乗車中	1
2018	3	30-39歳	自転車乗用中	0
2018	3	30-39歳	歩行中	3
2018	3	30-39歳	その他	1
2018	3	40-49歳	自動車乗車中	6
2018	3	40-49歳	自動二輪車乗車中	3
2018	3	40-49歳	原付乗車中	1
2018	3	40-49歳	自転車乗用中	2
2018	3	40-49歳	歩行中	8
2018	3	40-49歳	その他	0
2018	3	50-59歳	自動車乗車中	8
2018	3	50-59歳	自動二輪車乗車中	8
2018	3	50-59歳	原付乗車中	4
2018	3	50-59歳	自転車乗用中	0
2018	3	50-59歳	歩行中	5
2018	3	50-59歳	その他	0
2018	3	60-64歳	自動車乗車中	6
2018	3	60-64歳	自動二輪車乗車中	5
2018	3	60-64歳	原付乗車中	0
2018	3	60-64歳	自転車乗用中	1
2018	3	60-64歳	歩行中	6
2018	3	60-64歳	その他	0
2018	3	65-69歳	自動車乗車中	11
2018	3	65-69歳	自動二輪車乗車中	0
2018	3	65-69歳	原付乗車中	0
2018	3	65-69歳	自転車乗用中	3
2018	3	65-69歳	歩行中	8
2018	3	65-69歳	その他	0
2018	3	70-74歳	自動車乗車中	10
2018	3	70-74歳	自動二輪車乗車中	0
2018	3	70-74歳	原付乗車中	4
2018	3	70-74歳	自転車乗用中	4
2018	3	70-74歳	歩行中	15
2018	3	70-74歳	その他	0
2018	3	75-79歳	自動車乗車中	7
2018	3	75-79歳	自動二輪車乗車中	1
2018	3	75-79歳	原付乗車中	2
2018	3	75-79歳	自転車乗用中	6
2018	3	75-79歳	歩行中	13
2018	3	75-79歳	その他	0
2018	3	80-84歳	自動車乗車中	14
2018	3	80-84歳	自動二輪車乗車中	0
2018	3	80-84歳	原付乗車中	1
2018	3	80-84歳	自転車乗用中	4
2018	3	80-84歳	歩行中	29
2018	3	80-84歳	その他	0
2018	3	85歳以上	自動車乗車中	10
2018	3	85歳以上	自動二輪車乗車中	0
2018	3	85歳以上	原付乗車中	0
2018	3	85歳以上	自転車乗用中	3
2018	3	85歳以上	歩行中	18
2018	3	85歳以上	その他	0
2018	2	9歳以下	自動車乗車中	1
2018	2	9歳以下	自動二輪車乗車中	0
2018	2	9歳以下	原付乗車中	0
2018	2	9歳以下	自転車乗用中	0
2018	2	9歳以下	歩行中	2
2018	2	9歳以下	その他	0
2018	2	10-19歳	自動車乗車中	1
2018	2	10-19歳	自動二輪車乗車中	4
2018	2	10-19歳	原付乗車中	1
2018	2	10-19歳	自転車乗用中	0
2018	2	10-19歳	歩行中	1
2018	2	10-19歳	その他	0
2018	2	20-29歳	自動車乗車中	4
2018	2	20-29歳	自動二輪車乗車中	1
2018	2	20-29歳	原付乗車中	1
2018	2	20-29歳	自転車乗用中	2
2018	2	20-29歳	歩行中	1
2018	2	20-29歳	その他	0
2018	2	30-39歳	自動車乗車中	4
2018	2	30-39歳	自動二輪車乗車中	3
2018	2	30-39歳	原付乗車中	0
2018	2	30-39歳	自転車乗用中	1
2018	2	30-39歳	歩行中	4
2018	2	30-39歳	その他	0
2018	2	40-49歳	自動車乗車中	8
2018	2	40-49歳	自動二輪車乗車中	10
2018	2	40-49歳	原付乗車中	1
2018	2	40-49歳	自転車乗用中	0
2018	2	40-49歳	歩行中	5
2018	2	40-49歳	その他	0
2018	2	50-59歳	自動車乗車中	6
2018	2	50-59歳	自動二輪車乗車中	0
2018	2	50-59歳	原付乗車中	3
2018	2	50-59歳	自転車乗用中	2
2018	2	50-59歳	歩行中	10
2018	2	50-59歳	その他	0
2018	2	60-64歳	自動車乗車中	5
2018	2	60-64歳	自動二輪車乗車中	1
2018	2	60-64歳	原付乗車中	4
2018	2	60-64歳	自転車乗用中	2
2018	2	60-64歳	歩行中	8
2018	2	60-64歳	その他	0
2018	2	65-69歳	自動車乗車中	10
2018	2	65-69歳	自動二輪車乗車中	2
2018	2	65-69歳	原付乗車中	1
2018	2	65-69歳	自転車乗用中	3
2018	2	65-69歳	歩行中	14
2018	2	65-69歳	その他	0
2018	2	70-74歳	自動車乗車中	13
2018	2	70-74歳	自動二輪車乗車中	1
2018	2	70-74歳	原付乗車中	1
2018	2	70-74歳	自転車乗用中	3
2018	2	70-74歳	歩行中	11
2018	2	70-74歳	その他	0
2018	2	75-79歳	自動車乗車中	12
2018	2	75-79歳	自動二輪車乗車中	0
2018	2	75-79歳	原付乗車中	1
2018	2	75-79歳	自転車乗用中	1
2018	2	75-79歳	歩行中	15
2018	2	75-79歳	その他	0
2018	2	80-84歳	自動車乗車中	10
2018	2	80-84歳	自動二輪車乗車中	1
2018	2	80-84歳	原付乗車中	1
2018	2	80-84歳	自転車乗用中	7
2018	2	80-84歳	歩行中	16
2018	2	80-84歳	その他	0
2018	2	85歳以上	自動車乗車中	4
2018	2	85歳以上	自動二輪車乗車中	0
2018	2	85歳以上	原付乗車中	0
2018	2	85歳以上	自転車乗用中	2
2018	2	85歳以上	歩行中	20
2018	2	85歳以上	その他	0
2018	1	9歳以下	自動車乗車中	1
2018	1	9歳以下	自動二輪車乗車中	0
2018	1	9歳以下	原付乗車中	0
2018	1	9歳以下	自転車乗用中	0
2018	1	9歳以下	歩行中	3
2018	1	9歳以下	その他	0
2018	1	10-19歳	自動車乗車中	3
2018	1	10-19歳	自動二輪車乗車中	2
2018	1	10-19歳	原付乗車中	2
2018	1	10-19歳	自転車乗用中	2
2018	1	10-19歳	歩行中	2
2018	1	10-19歳	その他	0
2018	1	20-29歳	自動車乗車中	9
2018	1	20-29歳	自動二輪車乗車中	2
2018	1	20-29歳	原付乗車中	0
2018	1	20-29歳	自転車乗用中	2
2018	1	20-29歳	歩行中	7
2018	1	20-29歳	その他	0
2018	1	30-39歳	自動車乗車中	7
2018	1	30-39歳	自動二輪車乗車中	2
2018	1	30-39歳	原付乗車中	0
2018	1	30-39歳	自転車乗用中	1
2018	1	30-39歳	歩行中	4
2018	1	30-39歳	その他	0
2018	1	40-49歳	自動車乗車中	13
2018	1	40-49歳	自動二輪車乗車中	5
2018	1	40-49歳	原付乗車中	1
2018	1	40-49歳	自転車乗用中	2
2018	1	40-49歳	歩行中	4
2018	1	40-49歳	その他	0
2018	1	50-59歳	自動車乗車中	16
2018	1	50-59歳	自動二輪車乗車中	3
2018	1	50-59歳	原付乗車中	1
2018	1	50-59歳	自転車乗用中	8
2018	1	50-59歳	歩行中	4
2018	1	50-59歳	その他	0
2018	1	60-64歳	自動車乗車中	8
2018	1	60-64歳	自動二輪車乗車中	1
2018	1	60-64歳	原付乗車中	1
2018	1	60-64歳	自転車乗用中	1
2018	1	60-64歳	歩行中	5
2018	1	60-64歳	その他	1
2018	1	65-69歳	自動車乗車中	12
2018	1	65-69歳	自動二輪車乗車中	0
2018	1	65-69歳	原付乗車中	2
2018	1	65-69歳	自転車乗用中	4
2018	1	65-69歳	歩行中	19
2018	1	65-69歳	その他	0
2018	1	70-74歳	自動車乗車中	9
2018	1	70-74歳	自動二輪車乗車中	0
2018	1	70-74歳	原付乗車中	0
2018	1	70-74歳	自転車乗用中	6
2018	1	70-74歳	歩行中	17
2018	1	70-74歳	その他	0
2018	1	75-79歳	自動車乗車中	15
2018	1	75-79歳	自動二輪車乗車中	1
2018	1	75-79歳	原付乗車中	3
2018	1	75-79歳	自転車乗用中	7
2018	1	75-79歳	歩行中	24
2018	1	75-79歳	その他	0
2018	1	80-84歳	自動車乗車中	12
2018	1	80-84歳	自動二輪車乗車中	1
2018	1	80-84歳	原付乗車中	2
2018	1	80-84歳	自転車乗用中	2
2018	1	80-84歳	歩行中	18
2018	1	80-84歳	その他	0
2018	1	85歳以上	自動車乗車中	8
2018	1	85歳以上	自動二輪車乗車中	0
2018	1	85歳以上	原付乗車中	1
2018	1	85歳以上	自転車乗用中	3
2018	1	85歳以上	歩行中	28
2018	1	85歳以上	その他	1
2017	12	9歳以下	自動車乗車中	0
2017	12	9歳以下	自動二輪車乗車中	0
2017	12	9歳以下	原付乗車中	0
2017	12	9歳以下	自転車乗用中	0
2017	12	9歳以下	歩行中	0
2017	12	9歳以下	その他	0
2017	12	10-19歳	自動車乗車中	3
2017	12	10-19歳	自動二輪車乗車中	5
2017	12	10-19歳	原付乗車中	1
2017	12	10-19歳	自転車乗用中	2
2017	12	10-19歳	歩行中	2
2017	12	10-19歳	その他	0
2017	12	20-29歳	自動車乗車中	12
2017	12	20-29歳	自動二輪車乗車中	7
2017	12	20-29歳	原付乗車中	0
2017	12	20-29歳	自転車乗用中	1
2017	12	20-29歳	歩行中	4
2017	12	20-29歳	その他	0
2017	12	30-39歳	自動車乗車中	12
2017	12	30-39歳	自動二輪車乗車中	2
2017	12	30-39歳	原付乗車中	2
2017	12	30-39歳	自転車乗用中	3
2017	12	30-39歳	歩行中	2
2017	12	30-39歳	その他	0
2017	12	40-49歳	自動車乗車中	13
2017	12	40-49歳	自動二輪車乗車中	7
2017	12	40-49歳	原付乗車中	2
2017	12	40-49歳	自転車乗用中	2
2017	12	40-49歳	歩行中	12
2017	12	40-49歳	その他	0
2017	12	50-59歳	自動車乗車中	15
2017	12	50-59歳	自動二輪車乗車中	4
2017	12	50-59歳	原付乗車中	1
2017	12	50-59歳	自転車乗用中	9
2017	12	50-59歳	歩行中	14
2017	12	50-59歳	その他	0
2017	12	60-64歳	自動車乗車中	8
2017	12	60-64歳	自動二輪車乗車中	1
2017	12	60-64歳	原付乗車中	4
2017	12	60-64歳	自転車乗用中	2
2017	12	60-64歳	歩行中	8
2017	12	60-64歳	その他	0
2017	12	65-69歳	自動車乗車中	8
2017	12	65-69歳	自動二輪車乗車中	5
2017	12	65-69歳	原付乗車中	2
2017	12	65-69歳	自転車乗用中	5
2017	12	65-69歳	歩行中	19
2017	12	65-69歳	その他	0
2017	12	70-74歳	自動車乗車中	11
2017	12	70-74歳	自動二輪車乗車中	0
2017	12	70-74歳	原付乗車中	0
2017	12	70-74歳	自転車乗用中	6
2017	12	70-74歳	歩行中	27
2017	12	70-74歳	その他	1
2017	12	75-79歳	自動車乗車中	9
2017	12	75-79歳	自動二輪車乗車中	0
2017	12	75-79歳	原付乗車中	0
2017	12	75-79歳	自転車乗用中	3
2017	12	75-79歳	歩行中	29
2017	12	75-79歳	その他	0
2017	12	80-84歳	自動車乗車中	16
2017	12	80-84歳	自動二輪車乗車中	0
2017	12	80-84歳	原付乗車中	1
2017	12	80-84歳	自転車乗用中	6
2017	12	80-84歳	歩行中	25
2017	12	80-84歳	その他	1
2017	12	85歳以上	自動車乗車中	7
2017	12	85歳以上	自動二輪車乗車中	0
2017	12	85歳以上	原付乗車中	1
2017	12	85歳以上	自転車乗用中	5
2017	12	85歳以上	歩行中	34
2017	12	85歳以上	その他	0
2017	11	9歳以下	自動車乗車中	1
2017	11	9歳以下	自動二輪車乗車中	0
2017	11	9歳以下	原付乗車中	0
2017	11	9歳以下	自転車乗用中	1
2017	11	9歳以下	歩行中	0
2017	11	9歳以下	その他	0
2017	11	10-19歳	自動車乗車中	3
2017	11	10-19歳	自動二輪車乗車中	5
2017	11	10-19歳	原付乗車中	5
2017	11	10-19歳	自転車乗用中	1
2017	11	10-19歳	歩行中	3
2017	11	10-19歳	その他	0
2017	11	20-29歳	自動車乗車中	10
2017	11	20-29歳	自動二輪車乗車中	11
2017	11	20-29歳	原付乗車中	2
2017	11	20-29歳	自転車乗用中	2
2017	11	20-29歳	歩行中	6
2017	11	20-29歳	その他	0
2017	11	30-39歳	自動車乗車中	2
2017	11	30-39歳	自動二輪車乗車中	5
2017	11	30-39歳	原付乗車中	0
2017	11	30-39歳	自転車乗用中	1
2017	11	30-39歳	歩行中	3
2017	11	30-39歳	その他	0
2017	11	40-49歳	自動車乗車中	9
2017	11	40-49歳	自動二輪車乗車中	9
2017	11	40-49歳	原付乗車中	1
2017	11	40-49歳	自転車乗用中	1
2017	11	40-49歳	歩行中	10
2017	11	40-49歳	その他	0
2017	11	50-59歳	自動車乗車中	11
2017	11	50-59歳	自動二輪車乗車中	8
2017	11	50-59歳	原付乗車中	3
2017	11	50-59歳	自転車乗用中	6
2017	11	50-59歳	歩行中	13
2017	11	50-59歳	その他	0
2017	11	60-64歳	自動車乗車中	9
2017	11	60-64歳	自動二輪車乗車中	1
2017	11	60-64歳	原付乗車中	0
2017	11	60-64歳	自転車乗用中	2
2017	11	60-64歳	歩行中	6
2017	11	60-64歳	その他	0
2017	11	65-69歳	自動車乗車中	10
2017	11	65-69歳	自動二輪車乗車中	3
2017	11	65-69歳	原付乗車中	2
2017	11	65-69歳	自転車乗用中	5
2017	11	65-69歳	歩行中	10
2017	11	65-69歳	その他	0
2017	11	70-74歳	自動車乗車中	13
2017	11	70-74歳	自動二輪車乗車中	2
2017	11	70-74歳	原付乗車中	5
2017	11	70-74歳	自転車乗用中	5
2017	11	70-74歳	歩行中	12
2017	11	70-74歳	その他	0
2017	11	75-79歳	自動車乗車中	8
2017	11	75-79歳	自動二輪車乗車中	0
2017	11	75-79歳	原付乗車中	2
2017	11	75-79歳	自転車乗用中	7
2017	11	75-79歳	歩行中	29
2017	11	75-79歳	その他	0
2017	11	80-84歳	自動車乗車中	10
2017	11	80-84歳	自動二輪車乗車中	0
2017	11	80-84歳	原付乗車中	2
2017	11	80-84歳	自転車乗用中	6
2017	11	80-84歳	歩行中	31
2017	11	80-84歳	その他	0
2017	11	85歳以上	自動車乗車中	9
2017	11	85歳以上	自動二輪車乗車中	0
2017	11	85歳以上	原付乗車中	1
2017	11	85歳以上	自転車乗用中	6
2017	11	85歳以上	歩行中	44
2017	11	85歳以上	その他	0
2017	10	9歳以下	自動車乗車中	1
2017	10	9歳以下	自動二輪車乗車中	0
2017	10	9歳以下	原付乗車中	0
2017	10	9歳以下	自転車乗用中	1
2017	10	9歳以下	歩行中	3
2017	10	9歳以下	その他	0
2017	10	10-19歳	自動車乗車中	6
2017	10	10-19歳	自動二輪車乗車中	3
2017	10	10-19歳	原付乗車中	0
2017	10	10-19歳	自転車乗用中	2
2017	10	10-19歳	歩行中	1
2017	10	10-19歳	その他	0
2017	10	20-29歳	自動車乗車中	10
2017	10	20-29歳	自動二輪車乗車中	10
2017	10	20-29歳	原付乗車中	0
2017	10	20-29歳	自転車乗用中	2
2017	10	20-29歳	歩行中	9
2017	10	20-29歳	その他	0
2017	10	30-39歳	自動車乗車中	5
2017	10	30-39歳	自動二輪車乗車中	6
2017	10	30-39歳	原付乗車中	2
2017	10	30-39歳	自転車乗用中	0
2017	10	30-39歳	歩行中	4
2017	10	30-39歳	その他	0
2017	10	40-49歳	自動車乗車中	22
2017	10	40-49歳	自動二輪車乗車中	2
2017	10	40-49歳	原付乗車中	3
2017	10	40-49歳	自転車乗用中	4
2017	10	40-49歳	歩行中	11
2017	10	40-49歳	その他	1
2017	10	50-59歳	自動車乗車中	9
2017	10	50-59歳	自動二輪車乗車中	9
2017	10	50-59歳	原付乗車中	1
2017	10	50-59歳	自転車乗用中	2
2017	10	50-59歳	歩行中	10
2017	10	50-59歳	その他	0
2017	10	60-64歳	自動車乗車中	8
2017	10	60-64歳	自動二輪車乗車中	2
2017	10	60-64歳	原付乗車中	1
2017	10	60-64歳	自転車乗用中	4
2017	10	60-64歳	歩行中	8
2017	10	60-64歳	その他	0
2017	10	65-69歳	自動車乗車中	9
2017	10	65-69歳	自動二輪車乗車中	1
2017	10	65-69歳	原付乗車中	3
2017	10	65-69歳	自転車乗用中	1
2017	10	65-69歳	歩行中	18
2017	10	65-69歳	その他	0
2017	10	70-74歳	自動車乗車中	7
2017	10	70-74歳	自動二輪車乗車中	1
2017	10	70-74歳	原付乗車中	1
2017	10	70-74歳	自転車乗用中	5
2017	10	70-74歳	歩行中	14
2017	10	70-74歳	その他	0
2017	10	75-79歳	自動車乗車中	15
2017	10	75-79歳	自動二輪車乗車中	1
2017	10	75-79歳	原付乗車中	1
2017	10	75-79歳	自転車乗用中	8
2017	10	75-79歳	歩行中	24
2017	10	75-79歳	その他	0
2017	10	80-84歳	自動車乗車中	6
2017	10	80-84歳	自動二輪車乗車中	1
2017	10	80-84歳	原付乗車中	0
2017	10	80-84歳	自転車乗用中	5
2017	10	80-84歳	歩行中	24
2017	10	80-84歳	その他	0
2017	10	85歳以上	自動車乗車中	8
2017	10	85歳以上	自動二輪車乗車中	0
2017	10	85歳以上	原付乗車中	0
2017	10	85歳以上	自転車乗用中	5
2017	10	85歳以上	歩行中	23
2017	10	85歳以上	その他	0
2017	9	9歳以下	自動車乗車中	0
2017	9	9歳以下	自動二輪車乗車中	0
2017	9	9歳以下	原付乗車中	0
2017	9	9歳以下	自転車乗用中	2
2017	9	9歳以下	歩行中	2
2017	9	9歳以下	その他	0
2017	9	10-19歳	自動車乗車中	2
2017	9	10-19歳	自動二輪車乗車中	3
2017	9	10-19歳	原付乗車中	0
2017	9	10-19歳	自転車乗用中	2
2017	9	10-19歳	歩行中	2
2017	9	10-19歳	その他	0
2017	9	20-29歳	自動車乗車中	10
2017	9	20-29歳	自動二輪車乗車中	7
2017	9	20-29歳	原付乗車中	5
2017	9	20-29歳	自転車乗用中	1
2017	9	20-29歳	歩行中	0
2017	9	20-29歳	その他	0
2017	9	30-39歳	自動車乗車中	8
2017	9	30-39歳	自動二輪車乗車中	6
2017	9	30-39歳	原付乗車中	3
2017	9	30-39歳	自転車乗用中	1
2017	9	30-39歳	歩行中	4
2017	9	30-39歳	その他	0
2017	9	40-49歳	自動車乗車中	7
2017	9	40-49歳	自動二輪車乗車中	14
2017	9	40-49歳	原付乗車中	1
2017	9	40-49歳	自転車乗用中	0
2017	9	40-49歳	歩行中	3
2017	9	40-49歳	その他	0
2017	9	50-59歳	自動車乗車中	8
2017	9	50-59歳	自動二輪車乗車中	11
2017	9	50-59歳	原付乗車中	2
2017	9	50-59歳	自転車乗用中	2
2017	9	50-59歳	歩行中	7
2017	9	50-59歳	その他	0
2017	9	60-64歳	自動車乗車中	6
2017	9	60-64歳	自動二輪車乗車中	1
2017	9	60-64歳	原付乗車中	1
2017	9	60-64歳	自転車乗用中	5
2017	9	60-64歳	歩行中	5
2017	9	60-64歳	その他	0
2017	9	65-69歳	自動車乗車中	9
2017	9	65-69歳	自動二輪車乗車中	2
2017	9	65-69歳	原付乗車中	1
2017	9	65-69歳	自転車乗用中	4
2017	9	65-69歳	歩行中	12
2017	9	65-69歳	その他	0
2017	9	70-74歳	自動車乗車中	9
2017	9	70-74歳	自動二輪車乗車中	2
2017	9	70-74歳	原付乗車中	3
2017	9	70-74歳	自転車乗用中	5
2017	9	70-74歳	歩行中	12
2017	9	70-74歳	その他	0
2017	9	75-79歳	自動車乗車中	8
2017	9	75-79歳	自動二輪車乗車中	0
2017	9	75-79歳	原付乗車中	3
2017	9	75-79歳	自転車乗用中	5
2017	9	75-79歳	歩行中	13
2017	9	75-79歳	その他	0
2017	9	80-84歳	自動車乗車中	13
2017	9	80-84歳	自動二輪車乗車中	0
2017	9	80-84歳	原付乗車中	1
2017	9	80-84歳	自転車乗用中	8
2017	9	80-84歳	歩行中	17
2017	9	80-84歳	その他	0
2017	9	85歳以上	自動車乗車中	12
2017	9	85歳以上	自動二輪車乗車中	0
2017	9	85歳以上	原付乗車中	2
2017	9	85歳以上	自転車乗用中	6
2017	9	85歳以上	歩行中	21
2017	9	85歳以上	その他	0
2017	8	9歳以下	自動車乗車中	1
2017	8	9歳以下	自動二輪車乗車中	1
2017	8	9歳以下	原付乗車中	0
2017	8	9歳以下	自転車乗用中	0
2017	8	9歳以下	歩行中	0
2017	8	9歳以下	その他	0
2017	8	10-19歳	自動車乗車中	7
2017	8	10-19歳	自動二輪車乗車中	5
2017	8	10-19歳	原付乗車中	1
2017	8	10-19歳	自転車乗用中	3
2017	8	10-19歳	歩行中	2
2017	8	10-19歳	その他	1
2017	8	20-29歳	自動車乗車中	18
2017	8	20-29歳	自動二輪車乗車中	9
2017	8	20-29歳	原付乗車中	2
2017	8	20-29歳	自転車乗用中	3
2017	8	20-29歳	歩行中	2
